channelId,portId,channelName,channelLength,channelWidth,channelDepth,channelDepthAtChartDatum,oneWayOrTwoWay,maxVesselLOA,maxVesselBeam,maxVesselDraft,trafficSeparationScheme,speedLimit,tidalWindowRequired,pilotageCompulsory,tugEscortRequired,dayNightRestrictions,visibilityMinimum,windSpeedLimit,currentSpeedLimit,channelSegments,anchorageAreaId
307,80,Port Louis Main Approach Channel,23756,300,23,22.4,Two-Way,391,65,21.5,TRUE,10,FALSE,TRUE,TRUE,Night Transit with Enhanced Pilotage,750,35,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 5020, ""width"": 293, ""depth"": 22.5, ""bearing"": 174}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 5741, ""width"": 317, ""depth"": 22.8, ""bearing"": 181}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 4374, ""width"": 274, ""depth"": 23.1, ""bearing"": 173}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1515, ""width"": 326, ""depth"": 22.9, ""bearing"": 348}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 7106, ""width"": 313, ""depth"": 23.4, ""bearing"": 176}]",307
308,80,Port Louis Inner Navigation Channel,5895,231,13.1,12.2,One-Way,320,48,11.6,TRUE,8,TRUE,TRUE,TRUE,Daylight Hours Preferred,1500,30,2.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1667, ""width"": 220, ""depth"": 13.4, ""bearing"": 26}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1681, ""width"": 206, ""depth"": 12.6, ""bearing"": 201}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 922, ""width"": 218, ""depth"": 13.5, ""bearing"": 139}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1625, ""width"": 233, ""depth"": 13.1, ""bearing"": 37}]",308
309,80,Port Louis Basin Access Channel,1023,209,15,13.6,One-Way,284,48,13.5,FALSE,10,FALSE,TRUE,TRUE,Daylight Hours Preferred,750,40,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 208, ""width"": 189, ""depth"": 14.6, ""bearing"": 42}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 299, ""width"": 196, ""depth"": 14.7, ""bearing"": 88}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 516, ""width"": 215, ""depth"": 15.2, ""bearing"": 37}]",309
310,81,Port of Los Angeles Main Approach Channel,12685,563,22.9,21.5,Two-Way,363,62,21.4,TRUE,12,FALSE,TRUE,TRUE,24/7 Operations,500,40,3.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2654, ""width"": 590, ""depth"": 23.3, ""bearing"": 60}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 10031, ""width"": 575, ""depth"": 22.7, ""bearing"": 106}]",310
311,81,Port of Los Angeles Inner Navigation Channel,6230,177,12.9,11.7,One-Way,346,54,11.4,TRUE,12,FALSE,TRUE,TRUE,24/7 Operations,500,45,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1748, ""width"": 207, ""depth"": 13.0, ""bearing"": 289}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 4482, ""width"": 171, ""depth"": 12.9, ""bearing"": 28}]",311
312,81,Port of Los Angeles Basin Access Channel,1322,149,15.2,14.3,One-Way,320,40,13.7,FALSE,10,FALSE,TRUE,TRUE,24/7 Operations,1500,35,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 278, ""width"": 164, ""depth"": 15.1, ""bearing"": 252}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1044, ""width"": 143, ""depth"": 15.5, ""bearing"": 318}]",312
313,81,Port of Los Angeles Terminal Access Fairway,1166,134,12.7,12,One-Way,316,42,11.2,FALSE,10,FALSE,TRUE,TRUE,Daylight Hours Preferred,1000,40,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 410, ""width"": 145, ""depth"": 13.0, ""bearing"": 210}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 178, ""width"": 158, ""depth"": 12.8, ""bearing"": 194}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 221, ""width"": 138, ""depth"": 12.7, ""bearing"": 133}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 357, ""width"": 134, ""depth"": 12.8, ""bearing"": 17}]",313
314,81,Port of Los Angeles Deep Water Tanker Channel,14161,342,29.4,27.9,Two-Way,352,62,27.4,TRUE,14,FALSE,TRUE,TRUE,24/7 Operations,1000,30,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 4863, ""width"": 317, ""depth"": 29.7, ""bearing"": 188}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1438, ""width"": 363, ""depth"": 29.1, ""bearing"": 117}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1349, ""width"": 324, ""depth"": 29.3, ""bearing"": 262}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 2545, ""width"": 354, ""depth"": 29.1, ""bearing"": 23}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 3966, ""width"": 332, ""depth"": 29.1, ""bearing"": 136}]",314
315,82,Port of Long Beach Main Approach Channel,12370,473,22.5,21.3,Two-Way,396,65,21,TRUE,10,FALSE,TRUE,FALSE,Night Transit with Enhanced Pilotage,1500,45,3.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3978, ""width"": 480, ""depth"": 22.5, ""bearing"": 209}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1788, ""width"": 457, ""depth"": 22.2, ""bearing"": 344}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2177, ""width"": 501, ""depth"": 22.4, ""bearing"": 127}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1734, ""width"": 495, ""depth"": 22.1, ""bearing"": 27}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 2693, ""width"": 450, ""depth"": 22.8, ""bearing"": 247}]",315
316,82,Port of Long Beach Inner Navigation Channel,2148,270,15,14.1,Two-Way,360,51,13.5,TRUE,8,TRUE,TRUE,FALSE,None,1000,40,3.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 857, ""width"": 298, ""depth"": 14.9, ""bearing"": 73}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 388, ""width"": 298, ""depth"": 15.1, ""bearing"": 347}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 216, ""width"": 265, ""depth"": 14.6, ""bearing"": 104}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 117, ""width"": 299, ""depth"": 14.9, ""bearing"": 275}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 570, ""width"": 260, ""depth"": 15.2, ""bearing"": 30}]",316
317,82,Port of Long Beach Basin Access Channel,878,145,10.9,10,Two-Way,255,42,9.4,FALSE,6,TRUE,TRUE,TRUE,Daylight Hours Preferred,750,40,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 315, ""width"": 175, ""depth"": 10.7, ""bearing"": 52}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 563, ""width"": 146, ""depth"": 11.3, ""bearing"": 33}]",317
318,82,Port of Long Beach Terminal Access Fairway,1486,109,10.3,9.6,One-Way,291,50,8.8,FALSE,10,TRUE,FALSE,TRUE,24/7 Operations,500,35,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 492, ""width"": 136, ""depth"": 9.9, ""bearing"": 286}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 222, ""width"": 135, ""depth"": 9.9, ""bearing"": 286}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 120, ""width"": 91, ""depth"": 10.4, ""bearing"": 59}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 652, ""width"": 131, ""depth"": 10.1, ""bearing"": 222}]",318
319,83,Port of New York/New Jersey Main Approach Channel,8074,481,24.9,24.1,Two-Way,391,55,23.4,TRUE,10,FALSE,FALSE,FALSE,Night Transit with Enhanced Pilotage,500,30,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2671, ""width"": 483, ""depth"": 24.7, ""bearing"": 114}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2153, ""width"": 473, ""depth"": 24.8, ""bearing"": 150}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 675, ""width"": 485, ""depth"": 25.0, ""bearing"": 151}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1028, ""width"": 495, ""depth"": 25.3, ""bearing"": 170}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 1547, ""width"": 499, ""depth"": 24.8, ""bearing"": 39}]",319
320,83,Port of New York/New Jersey Inner Navigation Channel,4666,293,12.9,11.4,One-Way,364,52,11.4,TRUE,10,TRUE,TRUE,TRUE,24/7 Operations,750,40,3.2,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1548, ""width"": 301, ""depth"": 13.1, ""bearing"": 70}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1177, ""width"": 300, ""depth"": 13.2, ""bearing"": 173}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 401, ""width"": 302, ""depth"": 12.4, ""bearing"": 222}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1540, ""width"": 289, ""depth"": 13.3, ""bearing"": 228}]",320
321,83,Port of New York/New Jersey Basin Access Channel,522,177,12,11.4,One-Way,320,49,10.5,FALSE,10,TRUE,TRUE,FALSE,24/7 Operations,500,30,2.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 182, ""width"": 183, ""depth"": 11.8, ""bearing"": 293}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 123, ""width"": 189, ""depth"": 12.2, ""bearing"": 309}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 59, ""width"": 177, ""depth"": 11.9, ""bearing"": 131}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 158, ""width"": 175, ""depth"": 11.6, ""bearing"": 162}]",321
322,83,Port of New York/New Jersey Terminal Access Fairway,328,182,12.5,11.2,One-Way,318,43,11,FALSE,8,TRUE,TRUE,FALSE,24/7 Operations,500,30,3.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 59, ""width"": 177, ""depth"": 12.2, ""bearing"": 44}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 77, ""width"": 212, ""depth"": 12.3, ""bearing"": 92}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 71, ""width"": 177, ""depth"": 12.4, ""bearing"": 199}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 121, ""width"": 166, ""depth"": 12.2, ""bearing"": 76}]",322
323,84,Port of Savannah Main Approach Channel,9232,447,19.7,18.7,Two-Way,382,59,18.2,TRUE,12,FALSE,TRUE,FALSE,24/7 Operations,750,40,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1908, ""width"": 417, ""depth"": 19.7, ""bearing"": 130}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 7324, ""width"": 434, ""depth"": 19.6, ""bearing"": 291}]",323
324,84,Port of Savannah Inner Navigation Channel,7735,201,13.4,12.4,One-Way,339,54,11.9,FALSE,10,TRUE,TRUE,FALSE,None,1000,45,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2068, ""width"": 220, ""depth"": 13.5, ""bearing"": 27}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 927, ""width"": 219, ""depth"": 13.9, ""bearing"": 307}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 4740, ""width"": 214, ""depth"": 13.7, ""bearing"": 120}]",324
325,84,Port of Savannah Basin Access Channel,696,153,15.6,14.9,One-Way,269,45,14.1,FALSE,6,TRUE,TRUE,TRUE,Daylight Hours Preferred,750,35,2.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 277, ""width"": 145, ""depth"": 16.0, ""bearing"": 96}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 70, ""width"": 178, ""depth"": 15.7, ""bearing"": 235}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 349, ""width"": 142, ""depth"": 15.7, ""bearing"": 130}]",325
326,84,Port of Savannah Terminal Access Fairway,564,192,10.5,9.9,One-Way,288,47,9,FALSE,8,TRUE,TRUE,TRUE,None,750,35,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 186, ""width"": 221, ""depth"": 10.9, ""bearing"": 323}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 378, ""width"": 206, ""depth"": 10.3, ""bearing"": 87}]",326
327,85,Port of Houston Main Approach Channel,21895,478,23.8,22.7,Two-Way,398,65,22.3,TRUE,12,TRUE,TRUE,FALSE,None,750,45,2.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 8605, ""width"": 461, ""depth"": 23.5, ""bearing"": 168}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 13290, ""width"": 462, ""depth"": 23.5, ""bearing"": 347}]",327
328,85,Port of Houston Inner Navigation Channel,7337,219,16.2,15.3,Two-Way,332,53,14.7,TRUE,12,FALSE,TRUE,FALSE,Daylight Hours Preferred,750,45,2.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1309, ""width"": 190, ""depth"": 16.1, ""bearing"": 319}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2253, ""width"": 196, ""depth"": 16.0, ""bearing"": 223}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 813, ""width"": 240, ""depth"": 16.3, ""bearing"": 301}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 2962, ""width"": 232, ""depth"": 16.0, ""bearing"": 285}]",328
329,85,Port of Houston Basin Access Channel,1718,213,11.9,10.5,One-Way,285,40,10.4,FALSE,8,TRUE,TRUE,FALSE,Daylight Hours Preferred,750,35,3.1,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 362, ""width"": 216, ""depth"": 12.2, ""bearing"": 207}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1356, ""width"": 188, ""depth"": 12.1, ""bearing"": 295}]",329
330,85,Port of Houston Terminal Access Fairway,337,82,13.3,12.3,One-Way,309,41,11.8,TRUE,10,TRUE,TRUE,FALSE,None,1000,30,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 69, ""width"": 102, ""depth"": 13.0, ""bearing"": 324}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 268, ""width"": 112, ""depth"": 13.0, ""bearing"": 54}]",330
331,85,Port of Houston Deep Water Tanker Channel,9508,309,20.2,19.3,One-Way,362,57,18.2,TRUE,12,FALSE,TRUE,TRUE,24/7 Operations,2000,25,2.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3119, ""width"": 321, ""depth"": 20.1, ""bearing"": 121}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2519, ""width"": 338, ""depth"": 20.3, ""bearing"": 316}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1085, ""width"": 307, ""depth"": 20.6, ""bearing"": 112}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 715, ""width"": 292, ""depth"": 20.5, ""bearing"": 208}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 2070, ""width"": 335, ""depth"": 19.7, ""bearing"": 282}]",331
332,85,Port of Houston LNG Approach Channel,9549,355,15.3,14.6,One-Way,304,45,13.8,TRUE,10,FALSE,FALSE,TRUE,Day Only for Deep Draft,2000,30,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3280, ""width"": 331, ""depth"": 15.7, ""bearing"": 201}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 6269, ""width"": 370, ""depth"": 15.4, ""bearing"": 288}]",332
333,86,Port of Charleston Main Approach Channel,21827,280,24.1,23.1,Two-Way,394,61,22.6,TRUE,10,FALSE,TRUE,TRUE,24/7 Operations,500,35,2.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3402, ""width"": 277, ""depth"": 24.4, ""bearing"": 8}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 4101, ""width"": 300, ""depth"": 24.4, ""bearing"": 295}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2545, ""width"": 253, ""depth"": 24.0, ""bearing"": 19}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 2387, ""width"": 310, ""depth"": 23.7, ""bearing"": 135}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 9392, ""width"": 255, ""depth"": 24.5, ""bearing"": 3}]",333
334,86,Port of Charleston Inner Navigation Channel,4652,257,13.6,12.6,Two-Way,319,53,12.1,TRUE,8,FALSE,TRUE,TRUE,None,500,30,3.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1421, ""width"": 255, ""depth"": 13.8, ""bearing"": 0}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 3231, ""width"": 284, ""depth"": 13.5, ""bearing"": 101}]",334
335,86,Port of Charleston Basin Access Channel,881,184,11.8,10.6,Two-Way,271,41,10.3,FALSE,10,TRUE,FALSE,FALSE,None,1000,40,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 175, ""width"": 187, ""depth"": 12.1, ""bearing"": 9}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 190, ""width"": 199, ""depth"": 12.0, ""bearing"": 173}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 190, ""width"": 189, ""depth"": 12.1, ""bearing"": 185}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 91, ""width"": 156, ""depth"": 11.8, ""bearing"": 355}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 235, ""width"": 194, ""depth"": 12.0, ""bearing"": 39}]",335
336,86,Port of Charleston Terminal Access Fairway,452,125,13.8,12.5,Two-Way,286,47,12.3,FALSE,8,TRUE,TRUE,TRUE,24/7 Operations,500,30,4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 107, ""width"": 101, ""depth"": 14.1, ""bearing"": 111}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 61, ""width"": 95, ""depth"": 14.0, ""bearing"": 67}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 52, ""width"": 147, ""depth"": 14.3, ""bearing"": 146}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 67, ""width"": 107, ""depth"": 13.3, ""bearing"": 290}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 165, ""width"": 116, ""depth"": 13.9, ""bearing"": 322}]",336
337,87,Port of Seattle Main Approach Channel,15001,409,20.7,19.3,Two-Way,394,62,19.2,FALSE,14,FALSE,TRUE,FALSE,None,500,30,3.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3797, ""width"": 394, ""depth"": 20.2, ""bearing"": 276}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 11204, ""width"": 437, ""depth"": 20.8, ""bearing"": 257}]",337
338,87,Port of Seattle Inner Navigation Channel,3601,280,17.5,16.7,One-Way,349,55,16,FALSE,12,FALSE,TRUE,FALSE,24/7 Operations,1500,35,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 568, ""width"": 273, ""depth"": 17.2, ""bearing"": 306}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 737, ""width"": 291, ""depth"": 17.8, ""bearing"": 146}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2296, ""width"": 308, ""depth"": 17.6, ""bearing"": 248}]",338
339,87,Port of Seattle Basin Access Channel,2195,128,15.9,14.4,One-Way,304,42,14.4,FALSE,10,FALSE,TRUE,TRUE,None,1000,30,2.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 766, ""width"": 129, ""depth"": 15.7, ""bearing"": 264}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1429, ""width"": 150, ""depth"": 15.7, ""bearing"": 165}]",339
340,87,Port of Seattle Terminal Access Fairway,930,200,12,10.6,One-Way,280,50,10.5,FALSE,6,FALSE,TRUE,FALSE,24/7 Operations,1000,45,3.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 167, ""width"": 220, ""depth"": 12.3, ""bearing"": 209}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 236, ""width"": 204, ""depth"": 12.2, ""bearing"": 216}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 527, ""width"": 189, ""depth"": 11.7, ""bearing"": 100}]",340
341,88,Port of Tacoma Main Approach Channel,16870,416,24.7,23.4,Two-Way,400,57,23.2,TRUE,10,TRUE,TRUE,TRUE,None,500,40,3.8,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3906, ""width"": 428, ""depth"": 25.0, ""bearing"": 341}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 4874, ""width"": 400, ""depth"": 24.9, ""bearing"": 177}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2512, ""width"": 422, ""depth"": 24.6, ""bearing"": 22}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 1408, ""width"": 389, ""depth"": 24.9, ""bearing"": 93}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 4170, ""width"": 431, ""depth"": 24.7, ""bearing"": 191}]",341
342,88,Port of Tacoma Inner Navigation Channel,5204,222,13.5,12.2,One-Way,326,55,12,TRUE,8,TRUE,TRUE,FALSE,Daylight Hours Preferred,1000,35,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1150, ""width"": 245, ""depth"": 13.3, ""bearing"": 127}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 1208, ""width"": 214, ""depth"": 13.7, ""bearing"": 297}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2846, ""width"": 214, ""depth"": 13.2, ""bearing"": 20}]",342
343,88,Port of Tacoma Basin Access Channel,1395,125,14.4,13.7,One-Way,268,44,12.9,TRUE,6,FALSE,TRUE,TRUE,24/7 Operations,750,30,3.6,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 269, ""width"": 125, ""depth"": 14.5, ""bearing"": 201}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 288, ""width"": 112, ""depth"": 14.0, ""bearing"": 174}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 265, ""width"": 105, ""depth"": 14.3, ""bearing"": 284}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 573, ""width"": 137, ""depth"": 14.1, ""bearing"": 220}]",343
344,88,Port of Tacoma Terminal Access Fairway,510,84,12.4,11.7,One-Way,290,40,10.9,FALSE,10,FALSE,TRUE,FALSE,24/7 Operations,750,35,3.4,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 100, ""width"": 101, ""depth"": 12.5, ""bearing"": 298}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 148, ""width"": 81, ""depth"": 12.1, ""bearing"": 89}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 262, ""width"": 74, ""depth"": 12.6, ""bearing"": 328}]",344
345,89,Port of Oakland Main Approach Channel,18721,423,19,17.5,Two-Way,398,60,17.5,TRUE,12,FALSE,TRUE,TRUE,24/7 Operations,1000,30,2.3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 2933, ""width"": 438, ""depth"": 19.5, ""bearing"": 355}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 4774, ""width"": 398, ""depth"": 18.8, ""bearing"": 187}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 4377, ""width"": 447, ""depth"": 19.2, ""bearing"": 135}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 6637, ""width"": 420, ""depth"": 18.5, ""bearing"": 348}]",345
346,89,Port of Oakland Inner Navigation Channel,4515,208,15,13.7,One-Way,309,53,13.5,FALSE,10,TRUE,TRUE,TRUE,Daylight Hours Preferred,1000,45,2.9,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 1230, ""width"": 204, ""depth"": 15.5, ""bearing"": 190}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 605, ""width"": 208, ""depth"": 15.4, ""bearing"": 322}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 2680, ""width"": 202, ""depth"": 15.2, ""bearing"": 220}]",346
347,89,Port of Oakland Basin Access Channel,1257,127,13.8,13,One-Way,320,42,12.3,TRUE,6,FALSE,TRUE,TRUE,24/7 Operations,1000,30,2.5,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 398, ""width"": 122, ""depth"": 14.0, ""bearing"": 342}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 128, ""width"": 121, ""depth"": 14.2, ""bearing"": 346}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 731, ""width"": 139, ""depth"": 13.5, ""bearing"": 347}]",347
348,89,Port of Oakland Terminal Access Fairway,1208,89,13.4,12.2,One-Way,309,43,11.9,TRUE,6,FALSE,TRUE,TRUE,24/7 Operations,1500,35,3,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 429, ""width"": 77, ""depth"": 13.7, ""bearing"": 301}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 119, ""width"": 71, ""depth"": 13.5, ""bearing"": 252}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 121, ""width"": 101, ""depth"": 13.4, ""bearing"": 1}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 120, ""width"": 64, ""depth"": 13.7, ""bearing"": 196}, {""segmentId"": 5, ""segmentName"": ""Segment 5"", ""length"": 419, ""width"": 96, ""depth"": 13.7, ""bearing"": 268}]",348
349,90,Port of Miami Main Approach Channel,14673,206,19.8,18.7,One-Way,385,61,18.3,TRUE,10,TRUE,TRUE,TRUE,Night Transit with Enhanced Pilotage,750,40,3.7,"[{""segmentId"": 1, ""segmentName"": ""Segment 1"", ""length"": 3075, ""width"": 184, ""depth"": 19.7, ""bearing"": 140}, {""segmentId"": 2, ""segmentName"": ""Segment 2"", ""length"": 2620, ""width"": 224, ""depth"": 20.1, ""bearing"": 354}, {""segmentId"": 3, ""segmentName"": ""Segment 3"", ""length"": 1697, ""width"": 226, ""depth"": 20.1, ""bearing"": 329}, {""segmentId"": 4, ""segmentName"": ""Segment 4"", ""length"": 7281, ""width"": 222, ""depth"": 19.4, ""bearing"": 143}]",349
