recordId,vesselType,vesselLOA,vesselBeam,blockCoefficient,transitSpeed,cargoType,vesselStaticDraft,vesselDynamicDraft,cargoCondition,arrivalDraft,departureDraft,requiredUKC,requiredUKCSpec,ukcPolicy,channelDepthAtTide,berthDepthAtTide,tideHeight,waveCondition,waveHeight,squatAllowance,heelAllowance,waveResponseAllowance,safetyMargin,totalAllowances,calculatedUKC,ukcMargin,ukcStatus,optimalTransitTime,isConfined
1138,Neo_Panamax,336,48,0.661,21,Containers,14.43,11.95,Ballast,8.95,11.46,0.82,0.82m,Dynamic,14.5,13.1,1.35,Moderate,2.05,3,0.63,0.61,0.65,4.89,1.31,0.49,Marginal,03:30,FALSE
1139,Neo_Panamax,351,49,0.654,21.1,Containers,14.83,13.87,PartLaden,10.87,13.91,1.49,13.7%,Gross,18.6,17.4,3.5,Calm,0.35,3,0.3,0,0.66,3.96,7.73,6.24,Safe,16:00,FALSE
1140,LNG_Carrier,297,52,0.736,17.3,LNG,11.24,10.31,Ballast,7.31,8.35,1.22,1.22m,Dynamic,12.4,11.1,0.55,Calm,0.14,3,0.34,0,0.61,3.95,1.75,0.53,Adequate,19:15,FALSE
1141,LNG_Carrier,290,52,0.738,17.3,LNG,11.56,10.51,Ballast,7.51,11.56,0.89,11.8%,Dynamic,13.6,12.3,3.06,Slight,0.83,3,0.36,0.29,0.78,4.43,2.44,1.55,Safe,22:00,FALSE
1142,ULCV,386,57,0.719,23.8,Containers,16.12,19.12,Laden,16.12,9.67,1.03,6.4%,Net,22.9,21,3.69,Moderate,1.95,3,0.42,0.51,0.31,4.24,2.85,1.82,Safe,18:30,TRUE
1143,Panamax_Tanker,226,35,0.805,13.5,Refined Products,12.95,15.95,Laden,12.95,8.57,1.01,7.8%,Net,18.8,17.7,1.09,Moderate,2.33,3,0.3,1.03,0.62,4.95,1.52,0.51,Adequate,19:00,FALSE
1144,Neo_Panamax,338,49,0.657,22.3,Containers,13.53,16.53,Laden,13.53,8.74,1.45,10.7%,Gross,19.5,18.7,2.52,Calm,0.47,3,0.44,0,0.4,3.84,5.97,4.52,Safe,17:00,TRUE
1145,Suezmax,300,54,0.836,12.7,Crude Oil,15.38,10.38,Ballast,7.38,15.38,0.62,8.4%,Net,11.6,10.4,1.72,Calm,0.09,3,0.41,0,0.39,3.8,0.81,0.19,Marginal,11:30,TRUE
1146,General_Cargo,133,21,0.737,14.2,General Cargo,8.02,11.02,Laden,8.02,5.37,1,1.0m,Net,12.7,11.3,0.22,Calm,0.45,3,0.16,0,0.38,3.54,1.52,0.52,Adequate,20:15,TRUE
1147,Panamax_Bulk,235,34,0.835,14.7,Iron Ore,14.11,9.35,Ballast,6.35,14.11,0.69,10.8%,Gross,12.1,11.5,1.75,Moderate,2.08,3,0.23,0.89,0.34,4.46,5.75,5.06,Safe,23:00,TRUE
1148,Cruise_Ship,352,34,0.609,19.5,Passengers,8.56,8.63,PartLaden,5.63,4.22,0.87,0.87m,Dynamic,12.5,10.6,2.33,Calm,0.21,3,0.38,0,0.41,3.79,3.49,2.62,Safe,00:00,TRUE
1149,Aframax,241,47,0.804,12.9,Crude Oil,13.15,9.58,Ballast,6.58,13.15,0.7,10.6%,Dynamic,11.6,10.2,4.35,Slight,1.24,3,0.33,0.51,0.47,4.31,1.18,0.48,Marginal,11:45,FALSE
1150,Panamax_Tanker,225,32,0.799,14.7,Refined Products,13.08,13.77,PartLaden,10.77,7.16,0.6,5.6%,Net,17.7,16.4,1.26,Calm,0.22,3,0.17,0,0.59,3.76,3.76,3.16,Safe,02:00,TRUE
1151,LNG_Carrier,303,45,0.746,17.9,LNG,12.17,10.91,Ballast,7.91,12.17,0.9,11.4%,Dynamic,14.6,12.7,1.04,Calm,0.1,3,0.55,0,0.4,3.95,3.14,2.24,Safe,18:15,FALSE
1152,Feeder_Container,140,25,0.603,17.6,Containers,10.64,13.64,Laden,10.64,7.24,1.03,1.03m,Gross,15.2,13.2,2.16,Calm,0.36,3,0.18,0,0.35,3.53,4.56,3.53,Safe,16:45,TRUE
1153,Car_Carrier,215,34,0.619,18.8,Vehicles,8.33,9.25,Ballast,6.25,6.75,1.27,1.27m,Dynamic,11.2,10.7,2.48,Calm,0.24,3,0.22,0,0.32,3.54,1.73,0.46,Marginal,13:45,TRUE
1154,Suezmax,300,55,0.84,14.3,Crude Oil,16.24,19.24,Laden,16.24,7.8,1.05,1.05m,Dynamic,22,21,1.45,Rough,3.53,3,0.26,1.18,0.61,5.05,1.32,0.27,Marginal,03:00,TRUE
1155,MR_Tanker,175,28,0.782,16,Refined Products,9.53,9.63,PartLaden,6.63,7.69,0.86,13.0%,Gross,12.8,12.1,2.98,Calm,0,3,0.25,0,0.68,3.93,6.17,5.31,Safe,21:45,TRUE
1156,Panamax_Bulk,245,34,0.83,13.2,Grain,14.47,9.51,Ballast,6.51,14.47,0.65,9.9%,Dynamic,11.9,11,2.81,Moderate,2.48,3,0.19,1.01,0.45,4.65,1.19,0.54,Adequate,05:30,FALSE
1157,Handysize_Bulk,157,28,0.798,12.7,General Bulk,10.25,11.65,PartLaden,8.65,9.4,0.71,8.2%,Dynamic,15.5,14.6,3.75,Moderate,1.81,3,0.15,0.91,0.3,4.36,2.79,2.08,Safe,04:45,TRUE
1158,Feeder_Container,192,23,0.64,19.9,Containers,8.09,11.09,Laden,8.09,4.64,1.55,1.55m,Gross,15.3,14.8,0.07,Slight,0.64,3,0.27,0.32,0.52,4.11,7.21,5.66,Safe,10:15,FALSE
1159,Feeder_Container,175,24,0.621,17.5,Containers,10.99,10.47,Ballast,7.47,10.99,0.97,12.9%,Gross,13.4,12.6,1.88,Slight,0.51,3,0.29,0.26,0.53,4.08,5.93,4.96,Safe,17:15,TRUE
1160,VLCC,333,60,0.851,10.5,Crude Oil,21.93,12.87,Ballast,9.87,18.66,0.74,7.4%,Net,17,16.2,3.72,Moderate,2.04,3,0.4,0.61,0.64,4.65,3.12,2.38,Safe,16:00,TRUE
1161,Aframax,233,48,0.789,13.1,Crude Oil,12.73,9.37,Ballast,6.37,12.73,0.76,11.9%,Dynamic,12.7,11.8,4.59,Slight,0.69,3,0.17,0.3,0.32,3.79,2.86,2.1,Safe,02:15,TRUE
1162,Car_Carrier,186,35,0.619,18.9,Vehicles,10.48,13.48,Laden,10.48,7.86,1,1.0m,Gross,17.6,15.7,8.66,Moderate,1.31,3,0.35,0.66,0.76,4.77,7.12,6.12,Safe,09:30,TRUE
1163,Panamax_Tanker,224,33,0.787,15.1,Chemicals,13.26,16.26,Laden,13.26,6.9,1.12,8.5%,Dynamic,18.6,17.8,2.22,Slight,1.09,3,0.27,0.49,0.76,4.52,1.58,0.46,Marginal,05:45,TRUE
1164,Aframax,261,43,0.781,13.1,Crude Oil,13.51,16.51,Laden,13.51,9.77,0.71,5.2%,Net,18.2,17.6,4.46,Slight,0.84,3,0.21,0.32,0.38,3.91,1.16,0.45,Marginal,05:30,TRUE
1165,General_Cargo,131,22,0.74,14.8,General Cargo,9.91,12.91,Laden,9.91,5.45,0.95,0.95m,Dynamic,16.2,15.5,2.47,Moderate,2.03,3,0.17,1.01,0.68,4.86,2.11,1.16,Safe,08:15,TRUE
1166,Cruise_Ship,279,42,0.606,23.4,Passengers,7.72,9.95,Ballast,6.95,7.72,0.71,10.3%,Gross,13.2,12,6.14,Rough,3.59,3,0.44,1.29,0.54,5.27,6.25,5.54,Safe,21:45,TRUE
1167,Handymax_Bulk,192,28,0.805,14.5,Grain,12.49,15.49,Laden,12.49,6,1.59,1.59m,Gross,16.8,15.4,3.63,Moderate,1.37,3,0.14,0.69,0.39,4.22,4.31,2.72,Safe,17:30,TRUE
1168,LNG_Carrier,342,53,0.738,19,LNG,11.42,14.42,Laden,11.42,7.23,1.25,1.25m,Dynamic,16.5,15.7,3.52,Calm,0.48,3,0.33,0,0.78,4.11,1.75,0.5,Adequate,10:15,FALSE
1169,Capesize_Bulk,298,47,0.837,14.8,Coal,18.38,10.72,Ballast,7.72,18.38,0.64,8.3%,Net,12.2,10.4,4.02,Calm,0.24,3,0.25,0,0.39,3.64,1.23,0.59,Adequate,04:45,TRUE
1170,VLCC,336,63,0.854,13.9,Crude Oil,22.48,13.12,Ballast,10.12,22.48,1.17,11.6%,Gross,14.2,13.3,2.31,Slight,1.18,3,0.55,0.35,0.53,4.43,4.08,2.91,Safe,19:15,TRUE
1171,Panamax_Tanker,243,34,0.791,15.3,Chemicals,11.93,9.2,Ballast,6.2,11.93,0.71,11.5%,Gross,10.9,9.6,1.34,Slight,0.99,3,0.23,0.41,0.34,3.98,4.7,3.99,Safe,02:45,TRUE
1172,VLCC,347,70,0.824,12.9,Crude Oil,21.84,17.84,PartLaden,15.32,18.47,1.41,9.2%,Dynamic,23.5,22.5,8.39,Calm,0.02,2.52,0.25,0,0.48,3.25,5.41,4,Safe,08:15,FALSE
1173,LNG_Carrier,306,43,0.747,19.4,LNG,11.44,10.44,Ballast,7.44,8.83,0.79,10.7%,Dynamic,14.6,12.6,11.73,Slight,0.78,3,0.34,0.25,0.7,4.29,3.57,2.78,Safe,17:45,FALSE
1174,ULCV,388,60,0.689,22.1,Containers,16.49,19.49,Laden,16.49,9.89,1.21,7.3%,Net,23.8,22.8,2.31,Calm,0.36,3,0.62,0,0.38,4,3.69,2.48,Safe,06:15,TRUE
1175,Aframax,256,42,0.808,15,Refined Products,14.34,13.61,PartLaden,10.61,13.39,1.58,14.9%,Gross,19,18.2,2.47,Calm,0.29,3,0.21,0,0.39,3.6,8.39,6.81,Safe,18:00,TRUE
1176,Neo_Panamax,363,49,0.663,23.4,Containers,14.12,17.12,Laden,14.12,8.75,1.36,9.6%,Net,19.8,19.3,0.93,Slight,1.09,3,0.56,0.3,0.44,4.3,1.82,0.46,Marginal,07:00,TRUE
1177,Panamax_Container,266,33,0.621,22.6,Containers,13.29,16.29,Laden,13.29,8.64,1.5,1.5m,Dynamic,21.6,20.5,1.83,Calm,0.09,3,0.25,0,0.56,3.81,5.06,3.56,Safe,18:00,TRUE
1178,Car_Carrier,211,32,0.577,19.6,Vehicles,8.69,11.69,Laden,8.69,5.25,0.88,10.2%,Dynamic,15.3,14.7,1.21,Slight,0.82,3,0.41,0.39,0.58,4.38,2.81,1.93,Safe,02:30,TRUE
1179,Feeder_Container,167,29,0.627,18.1,Containers,10.13,13.13,Laden,10.13,5.68,0.78,0.78m,Net,16.2,14.9,4.3,Slight,0.52,3,0.33,0.26,0.57,4.16,2.48,1.7,Safe,08:45,TRUE
1180,Handysize_Bulk,158,24,0.789,12.6,General Bulk,9.14,6.87,Ballast,4.57,7.07,0.5,10.3%,Gross,7.1,6.3,8.63,Moderate,1.76,2.3,0.19,0.88,0.74,4.11,2.53,2.03,Safe,16:00,FALSE
1181,Capesize_Bulk,286,49,0.851,13.2,Iron Ore,16.39,19.39,Laden,16.39,6.88,1.22,7.5%,Net,21.3,20.3,4.96,Slight,1.07,3,0.24,0.37,0.59,4.2,1.3,0.08,Marginal,05:45,TRUE
1182,ULCV,385,62,0.711,21,Containers,15.83,18.83,Laden,15.83,10.08,0.96,0.96m,Dynamic,23.8,22.8,7.13,Slight,1.18,3,0.8,0.31,0.37,4.48,3.86,2.9,Safe,06:30,TRUE
1183,Car_Carrier,202,30,0.592,20.1,Vehicles,10.23,13.23,Laden,10.23,6.15,1.1,1.1m,Dynamic,16.3,15.1,2.2,Moderate,2.25,3,0.35,1.11,0.63,5.09,1.61,0.51,Adequate,19:15,FALSE
1184,Suezmax,285,48,0.829,14.3,Refined Products,15.21,10.3,Ballast,7.3,13.5,1.02,13.9%,Gross,12.3,10.3,4.19,Calm,0.4,3,0.21,0,0.46,3.67,5,3.98,Safe,15:00,TRUE
1185,Car_Carrier,219,33,0.587,19,Vehicles,10.44,13.44,Laden,10.44,7.83,0.55,5.3%,Net,14.8,13.8,1.21,Calm,0.37,3,0.29,0,0.55,3.84,1.07,0.52,Adequate,04:30,TRUE
1186,Aframax,260,45,0.804,14.2,Refined Products,14.66,17.66,Laden,14.66,7.33,1.23,8.4%,Net,19.2,18.1,2.06,Calm,0.37,3,0.19,0,0.51,3.7,1.35,0.12,Marginal,21:15,FALSE
1187,Handysize_Bulk,161,27,0.793,13.8,Grain,8.7,11.7,Laden,8.7,4.35,1.74,1.74m,Gross,12.5,11.5,1.63,Slight,0.95,3,0.16,0.47,0.66,4.29,3.8,2.06,Safe,20:15,TRUE
1188,Handymax_Bulk,198,32,0.81,13.1,Fertilizer,10.71,11.05,PartLaden,8.49,5.44,0.64,7.6%,Net,15.2,14.4,1.74,Slight,0.68,2.56,0.23,0.34,0.63,3.76,3.58,2.94,Safe,02:45,FALSE
1189,Feeder_Container,152,26,0.606,19.2,Containers,10.02,13.02,Laden,10.02,6.81,0.86,0.86m,Net,17.6,16.4,1.44,Calm,0.42,3,0.33,0,0.55,3.88,4.25,3.39,Safe,15:15,TRUE
1190,Cruise_Ship,341,37,0.597,21,Passengers,9.13,12.13,Laden,9.13,5.94,1.19,1.19m,Dynamic,14.3,13.5,2.38,Slight,0.71,3,0.25,0.21,0.37,3.83,1.71,0.52,Adequate,08:00,TRUE
1191,Handymax_Bulk,178,31,0.817,13.9,Fertilizer,10.6,13.52,Laden,10.6,5.09,1.35,12.8%,Gross,16.5,15.7,3.83,Moderate,1.96,2.92,0.16,0.98,0.8,4.86,5.9,4.55,Safe,13:15,FALSE
1192,Car_Carrier,211,33,0.554,20.6,Vehicles,8.66,11.66,Laden,8.66,6.5,0.72,0.72m,Net,14.4,13.5,4.98,Moderate,2.46,3,0.46,1.17,0.49,5.12,1.11,0.39,Marginal,00:45,FALSE
1193,Neo_Panamax,325,50,0.674,23.1,Containers,15.04,12.32,Ballast,9.32,15.04,1.02,10.9%,Dynamic,14.6,13.3,2.43,Calm,0.21,3,0.76,0,0.34,4.1,1.52,0.5,Adequate,05:45,FALSE
1194,Car_Carrier,200,31,0.565,21,Vehicles,8.92,9.69,Ballast,6.69,6.45,0.94,14.1%,Gross,12,11.5,1.46,Calm,0.48,3,0.17,0,0.75,3.92,5.31,4.37,Safe,23:30,FALSE
1195,Capesize_Bulk,294,48,0.841,13,Coal,18.33,15.3,PartLaden,12.3,11.83,1.39,11.3%,Gross,15.9,14.6,3.14,Calm,0.36,3,0.37,0,0.51,3.88,3.6,2.21,Safe,18:45,TRUE
1196,Panamax_Bulk,227,37,0.838,13.8,Coal,14.05,17.05,Laden,14.05,9.7,1.1,7.8%,Net,19.9,18.9,0.29,Moderate,2.3,3,0.2,1.01,0.71,4.92,1.64,0.54,Adequate,19:00,TRUE
1197,MR_Tanker,180,33,0.763,14.4,Chemicals,11.03,9.07,Ballast,6.07,9.06,1.86,1.86m,Gross,13.5,12.8,1.49,Slight,0.78,3,0.2,0.39,0.71,4.3,7.43,5.57,Safe,14:45,TRUE
1198,General_Cargo,152,22,0.709,13.3,Steel,7.83,10.83,Laden,7.83,4.31,0.62,8.0%,Net,13.4,11.4,7.77,Calm,0.36,3,0.11,0,0.55,3.66,2.46,1.84,Safe,17:15,TRUE
1199,Car_Carrier,219,34,0.608,20.5,Vehicles,8.62,9.46,Ballast,6.46,8.62,0.66,10.3%,Gross,9.8,9.1,1.57,Very Rough,4.63,3,0.45,1.5,0.68,5.63,3.34,2.68,Safe,23:45,TRUE
1200,ULCV,399,58,0.692,20.3,Containers,15.59,18.59,Laden,15.59,10.37,1.87,12.0%,Gross,22.7,22.1,11.29,Rough,3.07,3,0.51,0.77,0.71,4.99,7.11,5.24,Safe,17:30,TRUE
1201,MR_Tanker,177,31,0.787,13.3,Chemicals,9.77,12.34,Laden,9.77,5.37,0.91,9.3%,Net,15.4,13.7,1.04,Calm,0.31,2.57,0.18,0,0.54,3.29,2.88,1.97,Safe,13:45,FALSE
1202,Aframax,265,46,0.795,12.5,Crude Oil,14.57,14.11,PartLaden,11.11,12.12,1.29,1.29m,Gross,14.7,13.1,4.9,Slight,0.55,3,0.29,0.21,0.42,3.92,3.59,2.3,Safe,10:15,FALSE
1203,Handymax_Bulk,188,28,0.825,13.9,Grain,10.36,7.33,Ballast,4.97,8.28,0.87,0.87m,Net,10.9,8.9,2.4,Calm,0.1,2.36,0.18,0,0.63,3.17,3.39,2.52,Safe,06:30,FALSE
1204,Suezmax,273,50,0.811,14,Refined Products,15.05,10.16,Ballast,7.22,15.05,0.66,0.66m,Net,11.6,10.7,4.07,Calm,0.38,2.94,0.23,0,0.36,3.53,1.21,0.55,Adequate,15:30,FALSE
1205,Panamax_Tanker,229,36,0.814,16,Chemicals,12.07,9.28,Ballast,6.28,10.47,0.64,10.2%,Dynamic,12.2,11.2,1.3,Very Rough,4.86,3,0.24,1.5,0.69,5.43,1.18,0.54,Adequate,21:00,TRUE
1206,Panamax_Bulk,222,33,0.828,13.7,Grain,12.55,13.49,PartLaden,10.49,7.2,1.09,10.4%,Gross,14.7,13.6,1.01,Slight,0.78,3,0.16,0.35,0.79,4.3,4.21,3.12,Safe,17:15,FALSE
1207,Feeder_Container,163,30,0.604,19.6,Containers,10.54,10.1,PartLaden,7.1,8.97,0.69,9.8%,Net,14.5,12.6,3.44,Calm,0.48,3,0.36,0,0.8,4.16,4.04,3.35,Safe,12:45,TRUE
1208,Feeder_Container,158,26,0.66,17.9,Containers,10.64,13.64,Laden,10.64,7.24,0.55,5.2%,Net,17.7,16,1.17,Slight,1.18,3,0.15,0.59,0.78,4.52,3.32,2.77,Safe,05:30,FALSE
1209,Panamax_Tanker,226,36,0.817,14.9,Refined Products,11.5,14.5,Laden,11.5,5.98,0.55,0.55m,Net,17,16.4,2.82,Rough,2.87,3,0.2,1.27,0.58,5.05,1.03,0.48,Marginal,17:45,FALSE
1210,Aframax,233,46,0.819,14.3,Refined Products,13.97,16.97,Laden,13.97,9.51,1.33,9.6%,Dynamic,18.9,17.6,1.46,Slight,0.98,3,0.18,0.42,0.52,4.12,1.33,0,Marginal,04:00,FALSE
1211,Suezmax,300,50,0.823,14.6,Crude Oil,15.06,18.06,Laden,15.06,7.23,1.27,8.4%,Dynamic,20.2,18.9,0.4,Slight,1.09,3,0.39,0.36,0.35,4.1,1.39,0.12,Marginal,17:30,FALSE
1212,Neo_Panamax,355,48,0.67,22.6,Containers,13.76,16.76,Laden,13.76,8.71,1.06,1.06m,Dynamic,21.6,20,1.48,Moderate,1.96,3,0.7,0.55,0.74,4.99,3.59,2.53,Safe,05:00,TRUE
1213,Handymax_Bulk,197,34,0.809,14.5,Grain,11.31,8.43,Ballast,5.43,11.31,1.37,1.37m,Dynamic,12.1,11,1.6,Rough,3.28,3,0.27,1.5,0.36,5.13,1.9,0.53,Adequate,11:30,TRUE
1214,LNG_Carrier,280,43,0.745,16.9,LNG,11.01,10.16,Ballast,7.16,11.01,0.9,12.5%,Gross,10.1,9.5,0.85,Slight,0.96,3,0.47,0.34,0.37,4.18,2.94,2.04,Safe,21:45,TRUE
1215,Panamax_Bulk,246,38,0.843,13.6,Grain,12.54,8.64,Ballast,5.64,9.33,0.78,0.78m,Net,12.8,11.3,0.24,Calm,0.05,3,0.18,0,0.45,3.63,3.98,3.2,Safe,01:30,TRUE
1216,LNG_Carrier,308,45,0.721,18.1,LNG,11.63,14.63,Laden,11.63,7.56,1.05,9.0%,Net,18.4,17.6,4.4,Calm,0.12,3,0.49,0,0.61,4.1,3.28,2.23,Safe,22:00,TRUE
1217,Handymax_Bulk,173,29,0.839,14.2,Grain,12.3,15.3,Laden,12.3,5.9,1.55,12.6%,Gross,20.6,19.9,2.37,Moderate,2.18,3,0.27,1.09,0.54,4.9,8.3,6.75,Safe,20:15,TRUE
1218,Suezmax,273,55,0.828,13.1,Crude Oil,16.57,19.57,Laden,16.57,7.95,1.4,8.5%,Dynamic,22.4,21.3,2.7,Moderate,1.83,3,0.38,0.67,0.42,4.47,1.78,0.38,Marginal,09:30,FALSE
1219,Aframax,263,45,0.809,12.5,Crude Oil,13.12,15.44,Laden,13.12,6.56,1.54,11.7%,Gross,21.4,20.6,11.77,Slight,1,2.32,0.38,0.38,0.43,3.51,8.28,6.74,Safe,00:30,FALSE
1220,General_Cargo,128,28,0.717,13.6,General Cargo,9.75,12.75,Laden,9.75,5.36,1.01,10.4%,Gross,13.3,12.2,4.19,Slight,0.89,3,0.15,0.45,0.53,4.13,3.55,2.54,Safe,13:15,FALSE
1221,Aframax,260,44,0.794,14,Crude Oil,13.76,16.76,Laden,13.76,7.65,1.11,1.11m,Gross,19.7,17.8,1.67,Slight,0.88,3,0.4,0.34,0.68,4.42,5.94,4.83,Safe,04:30,TRUE
1222,LNG_Carrier,315,46,0.737,18.7,LNG,12.08,15.08,Laden,12.08,7.85,1.58,1.58m,Gross,20.2,18.3,2.08,Moderate,1.94,3,0.48,0.62,0.79,4.89,8.12,6.54,Safe,04:00,FALSE
1223,Aframax,250,48,0.78,12.3,Crude Oil,14.55,17.43,Laden,14.55,7.28,0.96,6.6%,Net,21.6,21.1,1.03,Calm,0.04,2.88,0.19,0,0.43,3.5,3.98,3.02,Safe,15:30,FALSE
1224,Panamax_Bulk,233,32,0.848,13.2,Grain,13.1,16.1,Laden,13.1,5.89,0.96,7.3%,Net,19.5,18.1,1.97,Slight,0.77,3,0.2,0.33,0.53,4.06,2.87,1.91,Safe,11:15,TRUE
1225,Handysize_Bulk,156,30,0.809,12.1,Steel,8.95,11.12,Laden,8.95,4.47,1.38,1.38m,Dynamic,17.1,16.5,2.28,Moderate,2.05,2.17,0.24,1.02,0.51,3.94,4.72,3.34,Safe,21:15,FALSE
1226,Handymax_Bulk,194,33,0.826,14.9,Cement,12.23,13.39,PartLaden,10.39,7.44,0.77,7.4%,Net,17.8,16.2,2.57,Slight,0.69,3,0.19,0.34,0.57,4.1,3.88,3.11,Safe,21:15,TRUE
1227,General_Cargo,122,22,0.704,13.9,Steel,8.03,10.55,Laden,8.03,4.42,1.57,1.57m,Gross,12.7,12.2,5.19,Rough,2.99,2.52,0.15,1.5,0.47,4.64,4.67,3.1,Safe,08:45,FALSE
1228,Feeder_Container,137,27,0.639,17.9,Containers,8.23,8.6,Ballast,5.6,6.6,0.81,0.81m,Dynamic,10.5,9.8,3.97,Slight,0.83,3,0.23,0.41,0.66,4.3,1.26,0.45,Marginal,22:15,TRUE
1229,Panamax_Tanker,221,34,0.803,14.1,Refined Products,11.4,14.4,Laden,11.4,5.93,1.49,1.49m,Gross,17.8,16,2.35,Moderate,1.27,3,0.14,0.57,0.4,4.11,6.4,4.91,Safe,11:30,TRUE
1230,ULCV,388,57,0.688,23.8,Containers,16.37,14.56,PartLaden,11.56,7.78,1.29,11.2%,Gross,18.1,17.5,2.47,Calm,0.12,3,0.8,0,0.57,4.37,6.54,5.25,Safe,16:15,TRUE
1231,General_Cargo,126,28,0.706,14.7,General Cargo,9.06,7.98,Ballast,4.98,7.3,0.5,9.9%,Net,9.2,7.9,2.29,Calm,0.36,3,0.22,0,0.59,3.81,1,0.5,Adequate,23:30,TRUE
1232,Feeder_Container,180,30,0.623,19.9,Containers,10.89,10.41,Ballast,7.41,10.89,0.96,13.0%,Gross,13.1,11.4,3.65,Slight,1.2,3,0.24,0.6,0.77,4.61,5.69,4.73,Safe,14:00,TRUE
1233,Feeder_Container,200,27,0.62,16.1,Containers,8.98,11.98,Laden,8.98,6.11,1.59,1.59m,Gross,12.8,10.9,4.71,Very Rough,4.06,3,0.21,1.5,0.31,5.02,3.82,2.23,Safe,18:30,TRUE
1234,Aframax,248,44,0.815,13.6,Refined Products,14.17,10.08,Ballast,7.08,12.19,1.54,1.54m,Gross,10.7,9.1,1.86,Moderate,2.16,3,0.24,0.87,0.7,4.81,3.62,2.08,Safe,07:30,TRUE
1235,Handymax_Bulk,185,30,0.817,14.3,Cement,10.38,7.98,Ballast,4.98,10.38,1.44,1.44m,Gross,10.2,8.3,2.24,Calm,0.12,3,0.16,0,0.72,3.88,5.22,3.78,Safe,18:00,TRUE
1236,Cruise_Ship,258,42,0.644,18.5,Passengers,8.93,11.93,Laden,8.93,8.04,0.94,0.94m,Net,16.4,14.6,3.89,Moderate,1.61,3,0.45,0.62,0.59,4.66,3.4,2.46,Safe,14:15,FALSE
1237,Panamax_Bulk,246,33,0.821,13.8,Coal,12.92,15.81,Laden,12.92,5.81,1.71,1.71m,Gross,19.4,17.5,0.16,Slight,0.61,2.89,0.24,0.25,0.63,4.01,6.48,4.77,Safe,13:45,FALSE
1238,Handymax_Bulk,188,34,0.812,13.2,Fertilizer,10.46,13.46,Laden,10.46,5.02,0.87,0.87m,Net,15.4,14.4,6.48,Slight,0.72,3,0.26,0.36,0.43,4.05,1.32,0.45,Marginal,11:45,FALSE
1239,Cruise_Ship,301,38,0.597,18.7,Passengers,8.08,10.27,Ballast,7.27,8.08,1.74,1.74m,Gross,12,10.4,1.86,Calm,0.09,3,0.22,0,0.37,3.59,4.73,2.99,Safe,20:15,TRUE
1240,Car_Carrier,226,35,0.602,20.1,Vehicles,8.34,11.34,Laden,8.34,6.25,0.84,10.0%,Dynamic,14.2,13.2,8.91,Calm,0.39,3,0.24,0,0.79,4.03,2.62,1.78,Safe,12:45,FALSE
1241,Feeder_Container,169,28,0.651,16.6,Containers,8.43,11.43,Laden,8.43,5.73,0.8,9.5%,Dynamic,14.2,12.9,1.57,Slight,1.11,3,0.18,0.56,0.35,4.09,2.03,1.23,Safe,06:30,TRUE
1242,General_Cargo,159,24,0.734,14.1,Steel,9.9,12.9,Laden,9.9,5.45,0.96,9.7%,Net,17.3,16.2,1.01,Calm,0.43,3,0.22,0,0.75,3.97,4.18,3.22,Safe,13:30,TRUE
1243,Capesize_Bulk,295,48,0.846,12.5,Iron Ore,17.22,20.22,Laden,17.22,7.23,1.42,1.42m,Gross,23.9,23.3,1.44,Slight,0.64,3,0.26,0.22,0.62,4.1,6.68,5.26,Safe,20:30,FALSE
1244,Panamax_Container,260,38,0.621,23.8,Containers,12.86,11.36,Ballast,8.36,10.46,0.79,0.79m,Net,13.8,12.8,2.12,Moderate,1.39,3,0.61,0.53,0.41,4.55,1.3,0.51,Adequate,03:00,FALSE
1245,LNG_Carrier,286,46,0.756,19.9,LNG,12.48,11.11,Ballast,8.11,11.2,0.69,8.5%,Dynamic,14.3,12.6,3.59,Slight,0.64,3,0.39,0.22,0.53,4.14,2.58,1.89,Safe,10:00,TRUE
1246,Panamax_Container,279,36,0.678,21.6,Containers,12.88,11.37,Ballast,8.37,12.88,0.59,7.1%,Net,13.5,12.1,1.15,Moderate,1.51,3,0.49,0.54,0.73,4.76,1.1,0.51,Adequate,00:00,FALSE
1247,Feeder_Container,145,30,0.658,16.9,Containers,8.46,8.79,PartLaden,5.79,6.91,0.5,5.4%,Net,10.9,9.3,1.86,Slight,0.94,3,0.35,0.47,0.65,4.47,1.29,0.79,Adequate,01:30,TRUE
1248,MR_Tanker,188,33,0.799,14.8,Chemicals,10.68,13.68,Laden,10.68,5.87,1.04,9.7%,Dynamic,15,13.2,1.7,Calm,0.42,3,0.23,0,0.67,3.9,1.09,0.05,Marginal,21:45,TRUE
1249,Neo_Panamax,355,49,0.698,21.1,Containers,14.01,17.01,Laden,14.01,8.69,1.97,14.1%,Gross,20.3,18.9,4,Calm,0.25,3,0.42,0,0.5,3.92,6.29,4.32,Safe,04:45,TRUE
1250,Handymax_Bulk,173,30,0.833,13.4,Fertilizer,10.79,13.79,Laden,10.79,5.18,1.09,1.09m,Dynamic,17.1,16.3,1.16,Rough,3.34,3,0.19,1.5,0.52,5.21,1.62,0.53,Adequate,05:45,TRUE
1251,Neo_Panamax,357,52,0.698,21,Containers,14.48,11.98,Ballast,8.98,10.22,1.09,12.1%,Gross,16.2,15.2,1.6,Very Rough,5.97,3,0.46,1.5,0.36,5.32,7.22,6.13,Safe,16:15,TRUE
