vessel_id,imo_number,flagState,flagStateName,vessel_name,vessel_type,loa,beam,draft,grossTonnage,cargoType,cargoVolume,cargoUnit
1395,9169570,CN,China,SUPRA PROGRESS V,Supramax Bulk,192,35,11.7,31086,Cement,63770,MT
1396,9658056,NO,Norway,BRITTANY SPIRIT,Passenger Ferry,214,29,7,26426,Vehicles,2290,PAX
1397,9444801,MH,Marshall Islands,ARDMORE SPIRIT III,Panamax Tanker,233,33,11,36694,Clean Petroleum Products,63167,MT
1398,9194386,NO,Norway,SWIRE SERVER 2,Offshore Supply,74,19,6.8,5286,Water,5094,MT
1399,9304397,PA,Panama,STAR GLORY V,Capesize Bulk,280,46,17.2,86079,Coal,155873,MT
1400,9116149,LR,Liberia,JUMBO GIANT,Heavy Lift,173,31,9.9,23779,Offshore Equipment,25231,MT
1401,9129144,US,United States,SWIRE SERVER I,Offshore Supply,96,21,6.9,4324,Water,4143,MT
1402,9221932,BS,Bahamas,HAFNIA SOFIA,MR Tanker,188,29,10.8,24858,Diesel,53403,MT
1403,9662925,MH,Marshall Islands,EVERGREEN ASIA 6,Panamax Container,267,32,12.9,55355,Containers,5440,TEU
1404,9963623,MT,Malta,DORIAN PRINCESS IV,LPG Carrier,260,35,11.6,44155,Propane,73831,CBM
1405,9934249,PA,Panama,TRANS TRADER I,General Cargo,151,24,8.8,10813,Timber,24474,MT
1406,9215095,PA,Panama,ARDMORE SOFIA V,MR Tanker,187,28,10.5,36472,Diesel,37015,MT
1407,9572915,PA,Panama,BALTIC QUEEN II,Aframax,267,43,13.8,83049,Dirty Petroleum Products,112414,MT
1408,9982795,BS,Bahamas,HANSA GIANT V,Heavy Lift,178,33,8.2,24178,Modules,16330,MT
1409,9403550,BS,Bahamas,ISLAND RUBY 1,Handysize Bulk,173,24,9.5,17985,Grain,29087,MT
1410,9145314,LR,Liberia,SUPRA PROGRESS II,Supramax Bulk,205,31,11.1,43784,Steel Products,51119,MT
1411,9095660,MH,Marshall Islands,STAR TRADER V,Handymax Bulk,188,30,11.8,33560,Steel Coils,35574,MT
1412,9343119,CY,Cyprus,SK GRACE 7,LNG Carrier,308,44,12.4,120147,LNG,174695,CBM
1413,9385493,LR,Liberia,REGIONAL LINK II,Feeder Container,185,28,10.8,12743,Containers,1053,TEU
1414,9446891,PA,Panama,ARCTIC TRADER IV,Reefer,163,27,8,11151,Dairy,586665,CBF
1415,9611123,BS,Bahamas,COOL CARRIER III,Reefer,158,25,10,14260,Fruits,646602,CBF
1416,9850743,HK,Hong Kong,GASLOG PIONEER,LNG Carrier,320,52,11.4,149948,LNG,226052,CBM
1417,9196871,MH,Marshall Islands,NORDIC PRIDE,Suezmax,286,49,16,102364,Crude Oil,127233,MT
1418,9950325,NO,Norway,GOLDEN MERCHANT I,Panamax Bulk,246,33,14.3,46899,Grain,67414,MT
1419,9930377,IN,India,SUPRA FORTUNE IV,Supramax Bulk,217,30,12.5,32003,Grain,61590,MT
1420,9829963,NO,Norway,ULTRA FORTUNE I,Supramax Bulk,220,34,11.5,33441,Grain,63178,MT
1421,9538486,IN,India,HAPAG TRUST I,Neo-Panamax Container,330,52,14.8,118484,Containers,13044,TEU
1422,9544488,MH,Marshall Islands,WAN HAI EUROPE III,Panamax Container,282,38,12.1,68690,Containers,5396,TEU
1423,9874107,MH,Marshall Islands,SK HORIZON 7,LNG Carrier,337,50,11.8,150340,LNG,244635,CBM
1424,9418426,GR,Greece,INTER UNITY 4,Supramax Bulk,197,34,11.3,42397,Steel Products,64686,MT
1425,9912525,CN,China,HOEGH LEADER 9,PCTC,187,30,8.6,57463,Vehicles,5685,CEU
1426,9571287,MT,Malta,K LINE LEADER V,PCTC,204,33,8.8,76815,Trucks,7965,CEU
1427,9295783,SG,Singapore,MSC ACE V,ULCV,386,59,14.8,224942,Containers,23451,TEU
1428,9082709,GR,Greece,SK PIONEER II,LNG Carrier,302,43,11.6,97762,LNG,219145,CBM
1429,9239061,NO,Norway,COASTAL EXPRESS IV,Feeder Container,146,27,8.5,25553,Containers,1394,TEU
1430,9978847,LR,Liberia,MSC EAGLE V,Neo-Panamax Container,343,51,14.3,148498,Containers,12549,TEU
1431,9024170,SG,Singapore,TRANS FORTUNE III,Supramax Bulk,191,31,11.3,39020,Cement,62350,MT
1432,9656507,JP,Japan,ONE EAGLE 5,Neo-Panamax Container,326,51,13.7,143999,Containers,13620,TEU
1433,9611222,CY,Cyprus,REGIONAL LINK V,Feeder Container,191,23,8.5,11728,Containers,1987,TEU
1434,9353267,MT,Malta,HAFNIA PERFORMANCE 4,Panamax Tanker,248,37,13,44664,Gasoil,68955,MT
1435,9514842,US,United States,SCORPIO PERFORMANCE IV,Panamax Tanker,222,34,12.6,40601,Gasoil,65506,MT
1436,9038171,MH,Marshall Islands,YANG MING EAGLE IV,Neo-Panamax Container,356,49,13.5,130727,Containers,14391,TEU
1437,9346392,IN,India,GLOBAL SPIRIT,VLCC,350,64,20,180301,Crude Oil,257164,MT
1438,9162856,HK,Hong Kong,COLOR SPIRIT I,Passenger Ferry,193,27,7.9,39362,Passengers,2762,PAX
1439,9453361,GR,Greece,ODFJELL INTEGRITY I,Chemical Tanker,153,28,11.8,21966,Phosphoric Acid,24464,MT
1440,9212797,PA,Panama,HAFNIA LAURA III,MR Tanker,190,31,9.6,33217,Gasoline,40592,MT
1441,9822715,CN,China,COASTAL EXPRESS 7,Feeder Container,194,28,8.7,29588,Containers,981,TEU
1442,9684170,SG,Singapore,GOLDEN TRADER 3,Panamax Bulk,230,34,13.1,51059,Coal,75723,MT
1443,9045070,JP,Japan,BW STAR V,LPG Carrier,235,36,11.4,43127,Butane,62506,CBM
1444,9383965,BS,Bahamas,ASIA PROGRESS III,General Cargo,133,28,7.7,19451,Bagged Goods,11362,MT
1445,9119114,KR,South Korea,STOLT PRECISION IV,Chemical Tanker,188,28,11.2,29188,Vegetable Oils,17249,MT
1446,9181118,MT,Malta,TRANS MERCHANT 9,General Cargo,143,28,9.3,16785,Steel,10571,MT
1447,9166684,NO,Norway,HAFNIA UNITY V,Panamax Tanker,226,38,12,46986,Gasoil,60020,MT
1448,9570210,MT,Malta,SUNRISE CARRIER I,Panamax Bulk,235,33,12.8,39304,Grain,80948,MT
1449,9856950,PA,Panama,REGIONAL EXPRESS III,Feeder Container,184,25,10.8,28575,Containers,2273,TEU
1450,9673214,PH,Philippines,MINERAL GLORY,Capesize Bulk,274,49,18.5,119949,Iron Ore,158283,MT
1451,9632829,PA,Panama,MOL HIGHWAY V,PCTC,221,30,10.5,63375,Heavy Machinery,6254,CEU
1452,9766264,KR,South Korea,GASLOG GRACE IV,LNG Carrier,286,52,11.7,126869,LNG,192446,CBM
1453,9933433,MY,Malaysia,EAGLE VOYAGER,VLCC,322,65,20,302567,Crude Oil,298233,MT
1454,9643713,LR,Liberia,HANDY CARRIER I,Handymax Bulk,179,33,11.7,28500,Steel Coils,52479,MT
1455,9984037,HK,Hong Kong,COSCO ACE IV,ULCV,386,62,14.8,202983,Containers,20270,TEU
1456,9231597,HK,Hong Kong,MSC FUTURE 5,Neo-Panamax Container,349,51,15.1,151239,Containers,13615,TEU
1457,9635700,LR,Liberia,FINNLINES TRADER 9,RoRo Cargo,190,29,8.1,31160,Heavy Equipment,4411,LM
1458,9945957,TW,Taiwan,REGIONAL SERVICE II,Feeder Container,160,22,8.8,18331,Containers,1729,TEU
1459,9461771,PH,Philippines,PACIFIC SPIRIT 7,Handymax Bulk,189,32,10.5,26816,Fertilizer,36546,MT
1460,9096988,MT,Malta,BALTIC LINK IV,RoRo Cargo,179,27,8.4,22379,Project Cargo,4503,LM
1461,9698881,PA,Panama,STAR SPIRIT IV,Handymax Bulk,193,32,11.3,34830,Logs,42671,MT
1462,9901848,SG,Singapore,FRESH CARRIER,Reefer,138,25,8.9,11050,Dairy,633929,CBF
1463,9623287,BS,Bahamas,HANSA STAR IV,Heavy Lift,166,25,9,13726,Project Cargo,10914,MT
1464,9443335,KR,South Korea,NAVIGATOR LEADER III,LPG Carrier,218,42,10.1,52174,LPG,84198,CBM
1465,9618105,PA,Panama,ULTRA HARMONY III,Supramax Bulk,195,35,12.2,44249,Fertilizer,57016,MT
1466,9835858,MT,Malta,NAVIG8 EXCELLENCE V,Chemical Tanker,175,22,8.6,20022,Methanol,31301,MT
1467,9289395,CN,China,NYK CHAMPION IV,PCTC,206,30,8.7,60850,Heavy Machinery,7182,CEU
1468,9871318,DK,Denmark,NORDIC EXCELLENCE II,Chemical Tanker,180,28,11.9,13858,Caustic Soda,30049,MT
1469,9131290,MH,Marshall Islands,ARDMORE LAURA 9,MR Tanker,174,34,9.6,35053,Gasoline,41035,MT
1470,9052272,PA,Panama,HANDY TRADER I,Handymax Bulk,170,33,10.5,30721,Cement,48433,MT
1471,9875702,LR,Liberia,SAL DRAGON III,Heavy Lift,148,29,9.5,21031,Offshore Equipment,26735,MT
1472,9988628,MH,Marshall Islands,TALLINK STAR,Passenger Ferry,192,25,6.9,31308,Vehicles,3247,PAX
1473,9089517,LR,Liberia,COOL STAR V,Reefer,161,25,8,9166,Fruits,473065,CBF
1474,9383779,DK,Denmark,SUNNY RUBY 2,Handysize Bulk,168,24,9.8,16706,Grain,30600,MT
1475,9026191,SG,Singapore,TRANS HARMONY 9,Supramax Bulk,200,33,12.5,37130,Cement,58853,MT
1476,9608944,IN,India,DOLE CARRIER V,Reefer,169,24,10.1,14703,Fruits,425388,CBF
1477,9349173,PA,Panama,GLOBAL TRADER V,General Cargo,162,27,9.4,8142,General Cargo,16596,MT
1478,9894413,HK,Hong Kong,BALTIC PRINCESS V,Aframax,243,47,14.8,77969,Crude Oil,94869,MT
1479,9527480,US,United States,SCORPIO EMMA V,MR Tanker,183,28,10.2,29506,Diesel,46809,MT
1480,9063445,MH,Marshall Islands,MINERAL FORTUNE 4,Capesize Bulk,285,47,17.1,114342,Iron Ore,160627,MT
1481,9116002,IT,Italy,ATLANTIC CARRIER 2,Handymax Bulk,176,31,12.1,25324,Steel Coils,36883,MT
1482,9227730,JP,Japan,FINNLINES TRADER V,RoRo Cargo,163,31,7.8,43013,Rolling Cargo,5207,LM
1483,9395932,TW,Taiwan,ATLANTIC MERCHANT 4,Handymax Bulk,183,30,12.1,33311,Grain,48904,MT
1484,9504016,KR,South Korea,MSC EAGLE I,Neo-Panamax Container,345,52,14.8,146493,Containers,15936,TEU
1485,9121020,MH,Marshall Islands,BALTIC QUEEN I,Aframax,234,43,14.6,66667,Fuel Oil,86950,MT
1486,9903342,ID,Indonesia,K LINE CHAMPION 9,PCTC,181,30,8.5,52845,Cars,6617,CEU
1487,9350486,CN,China,ONE EXPRESS 7,Neo-Panamax Container,347,50,14.4,100420,Containers,15780,TEU
1488,9369049,MT,Malta,SCORPIO SPIRIT V,Panamax Tanker,244,36,13.1,54116,Fuel Oil,56755,MT
1489,9271948,PA,Panama,EVER OSCAR I,ULCV,390,58,16.2,185963,Containers,20901,TEU
1490,9491880,GR,Greece,X-PRESS EXPRESS 7,Feeder Container,145,28,8.4,19895,Containers,2988,TEU
1491,9094400,SG,Singapore,STENA EMMA,MR Tanker,182,29,10.6,33617,Gasoline,43416,MT
1492,9813145,LR,Liberia,OCEAN GLORY II,Capesize Bulk,279,43,16.1,94664,Coal,173955,MT
1493,9764983,GR,Greece,MARAN PIONEER IV,LNG Carrier,281,49,12,109604,LNG,249676,CBM
1494,9346252,PA,Panama,HANDY JADE V,Handysize Bulk,171,30,10.1,13635,Scrap Metal,21197,MT
1495,9992302,PA,Panama,GLOBAL PIONEER,VLCC,350,57,22,182910,Crude Oil,257985,MT
1496,9963996,MH,Marshall Islands,TORM LIGHT II,Aframax,270,47,14.7,52689,Fuel Oil,81148,MT
1497,9430502,PA,Panama,EURO TRADER III,General Cargo,168,23,8,15816,Machinery,8327,MT
1498,9322282,JP,Japan,MSC TRUST II,Neo-Panamax Container,354,49,14.2,109341,Containers,14403,TEU
1499,9802611,MH,Marshall Islands,COASTAL LINK IV,Feeder Container,176,30,10.3,16793,Containers,1046,TEU
1500,9684793,BS,Bahamas,ASIA TRADER 5,General Cargo,147,27,8.7,13328,Machinery,10827,MT
1501,9311022,LR,Liberia,FEEDER SHUTTLE I,Feeder Container,166,22,10.6,17568,Containers,2530,TEU
1502,9212610,SG,Singapore,OCEAN SPIRIT V,VLCC,334,57,22.1,240967,Crude Oil,307218,MT
1503,9828852,CN,China,COASTAL SERVICE IV,Feeder Container,186,28,9.5,15569,Containers,2922,TEU
1504,9144765,CN,China,ISLAND PEARL II,Handysize Bulk,146,26,8.6,24961,Scrap Metal,25517,MT
1505,9370095,MH,Marshall Islands,FEEDER EXPRESS 6,Feeder Container,181,24,10.8,14298,Containers,1036,TEU
1506,9511522,IN,India,MOL CHAMPION I,PCTC,222,35,8.6,46661,Cars,6727,CEU
1507,9270863,PA,Panama,COASTAL JADE 5,Handysize Bulk,144,24,9.6,13441,General Bulk,39309,MT
1508,9874695,LR,Liberia,X-PRESS SHUTTLE IV,Feeder Container,131,30,8.6,8207,Containers,1287,TEU
1509,9459783,IT,Italy,MARAN GLORY I,Suezmax,300,49,16.8,109115,Crude Oil,148030,MT
1510,9691174,BS,Bahamas,SUPRA FORTUNE III,Supramax Bulk,210,35,11.8,43735,Steel Products,64360,MT
1511,9109598,BS,Bahamas,IRON DIGNITY 5,Capesize Bulk,273,44,18.4,114892,Iron Ore,151714,MT
1512,9828635,SG,Singapore,STOLT CONFIDENCE 4,Chemical Tanker,177,29,9.6,11852,Phosphoric Acid,16770,MT
1513,9719156,MH,Marshall Islands,BALTIC LIGHT II,Aframax,252,46,13.8,60330,Dirty Petroleum Products,85874,MT
1514,9250499,LR,Liberia,PACIFIC NAVIGATOR,VLCC,329,67,19.9,265622,Crude Oil,293473,MT
1515,9590044,SG,Singapore,MSC HARMONY II,Neo-Panamax Container,364,52,15.1,107883,Containers,12974,TEU
1516,9253582,NO,Norway,NORDIC PRINCESS IV,Aframax,240,43,12.6,68768,Fuel Oil,83704,MT
1517,9368990,CY,Cyprus,ASIA MERCHANT 9,General Cargo,165,26,8.9,6292,Timber,15622,MT
1518,9714029,PA,Panama,HAPAG HARMONY I,Neo-Panamax Container,330,49,13.8,144469,Containers,13745,TEU
1519,9055845,KR,South Korea,TIDEWATER PROVIDER V,Offshore Supply,71,20,7,2913,Fuel,5181,MT
1520,9314710,ID,Indonesia,ODFJELL PRECISION I,Chemical Tanker,167,22,11.5,12951,Vegetable Oils,22610,MT
1521,9873639,KR,South Korea,SAL GIANT III,Heavy Lift,153,33,8.9,28256,Heavy Lift,23947,MT
1522,9120418,MH,Marshall Islands,TORM SPIRIT I,Aframax,241,45,14.2,64788,Dirty Petroleum Products,97276,MT
1523,9282997,MH,Marshall Islands,MOL SPIRIT 1,PCTC,197,32,10.3,74089,Vehicles,7735,CEU
1524,9653599,MH,Marshall Islands,COLOR SPIRIT,Passenger Ferry,150,26,7.7,29452,Vehicles,2439,PAX
1525,9570077,CN,China,INTER PROGRESS 1,Supramax Bulk,216,34,11.7,39747,Fertilizer,61598,MT
1526,9688824,TW,Taiwan,INTER FORTUNE IV,Supramax Bulk,204,35,12.1,29404,Cement,52628,MT
1527,9327749,LR,Liberia,ARDMORE EMMA 6,MR Tanker,176,29,10.1,29091,Jet Fuel,46424,MT
1528,9898489,CN,China,NAVIGATOR PRINCESS IV,LPG Carrier,241,33,10.4,63330,Propane,81978,CBM
1529,9424674,MY,Malaysia,GOLDEN HARVEST I,Panamax Bulk,229,38,13,41833,Grain,69661,MT
1530,9340593,CN,China,DELTA LIGHT IV,Suezmax,275,50,15.7,152830,Crude Oil,139997,MT
1531,9375203,IT,Italy,ZIM ATLANTIC II,Panamax Container,281,33,12.3,63916,Containers,4559,TEU
1532,9753184,BS,Bahamas,FEEDER SERVICE 5,Feeder Container,186,28,9.1,26935,Containers,1946,TEU
1533,9458688,MH,Marshall Islands,REGIONAL LINK 1,Feeder Container,133,24,10.8,26184,Containers,2003,TEU
1534,9089370,CN,China,ARDMORE ANNE 4,MR Tanker,179,31,10.4,31114,Diesel,41528,MT
1535,9719794,PA,Panama,SWIRE PROVIDER IV,Offshore Supply,75,20,6.9,5398,Deck Cargo,3440,MT
1536,9554195,MT,Malta,EAGLE VICTORY IV,VLCC,321,61,18.7,296738,Crude Oil,304327,MT
1537,9428202,GR,Greece,INTER UNITY 7,Supramax Bulk,195,32,12.8,30585,Steel Products,63875,MT
1538,9389737,IT,Italy,EAGLE GLORY,VLCC,349,62,20.6,300361,Crude Oil,253088,MT
1539,9552662,PA,Panama,EURO MERCHANT I,General Cargo,127,26,8,12353,Steel,15962,MT
1540,9101792,GB,United Kingdom,SUEZ PRIDE,Suezmax,291,50,16.6,92642,Crude Oil,139328,MT
1541,9669167,DK,Denmark,SEA TITAN 1,VLCC,323,64,18.1,226573,Crude Oil,265460,MT
1542,9074820,JP,Japan,ARDMORE MARY 5,MR Tanker,178,33,10.2,35284,Clean Petroleum Products,38320,MT
1543,9812211,SG,Singapore,COLOR EXPLORER III,Passenger Ferry,184,32,6.6,35109,Vehicles,1634,PAX
1544,9644420,MH,Marshall Islands,IRON GLORY IV,Capesize Bulk,276,43,17.4,88507,Iron Ore,168499,MT
1545,9236446,SG,Singapore,PACIFIC TRADER 4,Handymax Bulk,179,32,11.2,22962,Steel Coils,52989,MT
1546,9550197,US,United States,TIDEWATER SUPPLIER V,Offshore Supply,88,22,5.8,4189,Fuel,4928,MT
1547,9840632,PA,Panama,BALTIC LINK V,RoRo Cargo,210,30,7.2,43451,Trailers,3191,LM
1548,9788703,JP,Japan,GLOVIS SPIRIT IV,PCTC,188,30,8.8,48185,Heavy Machinery,6792,CEU
1549,9596138,MH,Marshall Islands,CMA CGM TRIUMPH,ULCV,381,60,15.9,182224,Containers,23014,TEU
1550,9360776,PA,Panama,COASTAL SHUTTLE V,Feeder Container,186,27,8.4,14020,Containers,1429,TEU
1551,9534984,US,United States,FEEDER EXPRESS 3,Feeder Container,162,22,8.8,16492,Containers,1806,TEU
1552,9631182,LR,Liberia,GLOBAL MERCHANT II,General Cargo,159,28,8,13976,Machinery,18093,MT
1553,9199906,DK,Denmark,EURO TRADER V,General Cargo,136,23,9.5,18246,Machinery,12514,MT
1554,9013456,KR,South Korea,HYUNDAI PIONEER III,LNG Carrier,307,50,11.7,91046,LNG,152906,CBM
1555,9151067,CY,Cyprus,TRANS HARMONY 7,General Cargo,165,21,8.2,7484,Steel,10178,MT
1556,9615294,JP,Japan,NORDIC CONFIDENCE III,Chemical Tanker,150,29,9.3,24517,Caustic Soda,21498,MT
1557,9376074,MT,Malta,ARDMORE PERFORMANCE 7,Panamax Tanker,245,38,13.3,35288,Fuel Oil,59209,MT
1558,9730954,LR,Liberia,ODFJELL EXCELLENCE IV,Chemical Tanker,169,30,9.2,20226,Methanol,23893,MT
1559,9747136,MH,Marshall Islands,MOL TRIUMPH V,PCTC,227,36,8.6,63035,Trucks,6830,CEU
1560,9259689,IN,India,MARAN PRIDE IV,Suezmax,294,55,15.3,148082,Fuel Oil,159509,MT
1561,9219362,DE,Germany,INTER FORTUNE 6,Supramax Bulk,217,32,11.3,39668,Fertilizer,63892,MT
1562,9903567,MH,Marshall Islands,STAR CARRIER II,Handymax Bulk,185,28,10.7,22639,Steel Coils,49507,MT
1563,9440157,CY,Cyprus,NORDIC MAX III,Suezmax,300,49,15.2,90004,Fuel Oil,150481,MT
1564,9560361,CN,China,EVERGREEN ASIA I,Panamax Container,281,34,13.5,52783,Containers,4818,TEU
1565,9287056,CY,Cyprus,HAFNIA UNITY II,Panamax Tanker,232,34,12.1,46492,Clean Petroleum Products,65838,MT
1566,9648153,MH,Marshall Islands,HANDY PEARL II,Handysize Bulk,180,24,10.3,18332,General Bulk,26149,MT
1567,9087164,CN,China,MINERVA STAR,Suezmax,271,49,16.8,135461,Fuel Oil,128527,MT
1568,9011272,MY,Malaysia,DELTA PRIDE II,Suezmax,274,55,16,158752,Fuel Oil,160625,MT
1569,9035881,PA,Panama,HAFNIA PRINCESS V,Aframax,240,47,13,62590,Crude Oil,83202,MT
1570,9027158,PA,Panama,STENA EXPLORER II,Passenger Ferry,158,32,6.3,31789,Passengers,2315,PAX
1571,9323701,NL,Netherlands,MAERSK TRUST II,Neo-Panamax Container,325,49,14.8,121234,Containers,12354,TEU
1572,9150464,MH,Marshall Islands,OCEAN NAVIGATOR,VLCC,320,55,18.2,221612,Crude Oil,285834,MT
1573,9072147,SG,Singapore,ODFJELL EXCELLENCE III,Chemical Tanker,162,31,9.3,16040,Vegetable Oils,20803,MT
1574,9654960,PA,Panama,EVERGREEN ASIA II,Panamax Container,295,32,12.2,73831,Containers,4098,TEU
1575,9035039,SG,Singapore,FEEDER SERVICE II,Feeder Container,178,25,10.6,11228,Containers,1107,TEU
1576,9547907,CN,China,ZIM EUROPE I,Panamax Container,262,34,13.1,54965,Containers,4006,TEU
1577,9961581,PA,Panama,ISLAND PEARL III,Handysize Bulk,174,26,9.5,15156,Steel Products,27564,MT
1578,9799584,MT,Malta,ODFJELL CONFIDENCE V,Chemical Tanker,154,24,9.1,30060,Caustic Soda,31552,MT
1579,9082794,JP,Japan,GLOBAL PROGRESS V,General Cargo,149,26,7.9,16535,General Cargo,14496,MT
1580,9917731,IT,Italy,MINERAL DIGNITY II,Capesize Bulk,291,45,17.1,119101,Iron Ore,194092,MT
1581,9464134,BS,Bahamas,STOLT PRECISION V,Chemical Tanker,165,26,11.1,25099,Vegetable Oils,31247,MT
1582,9337824,BS,Bahamas,ISLAND PEARL V,Handysize Bulk,149,28,10.3,17291,General Bulk,33650,MT
1583,9851946,GR,Greece,FINNLINES TRADER II,RoRo Cargo,172,32,8.2,15358,Heavy Equipment,3552,LM
1584,9847093,LR,Liberia,ODFJELL EXCELLENCE 2,Chemical Tanker,169,31,10.2,30781,Caustic Soda,38603,MT
1585,9618211,CN,China,OCEAN GLORY 6,Capesize Bulk,282,49,17.3,109937,Coal,174368,MT
1586,9409871,LR,Liberia,STAR MERCHANT II,Handymax Bulk,198,28,10.9,30840,Fertilizer,52828,MT
1587,9043584,PA,Panama,SCORPIO PROGRESS V,Panamax Tanker,233,35,13.4,53450,Fuel Oil,73461,MT
1588,9327311,GR,Greece,HAFNIA VICTORIA,MR Tanker,187,31,9.6,35116,Diesel,44289,MT
1589,9761274,KR,South Korea,AVANCE LEADER II,LPG Carrier,260,36,11.7,35469,Ammonia,63028,CBM
1590,9955951,MH,Marshall Islands,BRITTANY ADVENTURER I,Passenger Ferry,192,30,7.7,23606,Passengers,2124,PAX
1591,9896328,JP,Japan,HAFNIA SOFIA II,MR Tanker,188,28,10.3,31308,Diesel,40384,MT
1592,9240681,GR,Greece,GOLDEN MERCHANT III,Panamax Bulk,223,37,12.8,45335,Grain,65405,MT
1593,9057810,HK,Hong Kong,DORIAN PIONEER 9,LPG Carrier,222,36,10.3,60206,Propane,80792,CBM
1594,9969873,CN,China,MARAN GLORY,Suezmax,281,52,15.6,131494,Fuel Oil,154271,MT
1595,9074500,US,United States,TRANS HARMONY 5,General Cargo,139,22,9,17158,Timber,22279,MT
1596,9479237,JP,Japan,GLOBAL TRADER 9,General Cargo,161,22,8.7,7531,Steel,16587,MT
1597,9857573,CY,Cyprus,PACIFIC HARVEST 9,Panamax Bulk,233,36,14.3,40766,Coal,80274,MT
1598,9233197,LR,Liberia,NAVIG8 CONFIDENCE III,Chemical Tanker,149,25,10.2,31223,Vegetable Oils,15203,MT
1599,9901550,NL,Netherlands,SCORPIO STAR II,Aframax,258,45,13.7,79745,Fuel Oil,117547,MT
1600,9620612,MT,Malta,DELTA LIGHT I,Suezmax,270,55,15.8,130661,Crude Oil,148032,MT
1601,9090340,PA,Panama,ZIM EUROPE 6,Panamax Container,277,38,12.4,55881,Containers,4132,TEU
1602,9537468,MT,Malta,AVANCE STAR III,LPG Carrier,211,38,10.1,50367,Ammonia,58310,CBM
1603,9328065,MT,Malta,SUNRISE MERCHANT III,Panamax Bulk,220,37,13.5,37786,Grain,72904,MT
1604,9387626,MT,Malta,HAFNIA MARY I,MR Tanker,176,33,9.7,34504,Gasoline,42416,MT
1605,9180526,DE,Germany,EVERGREEN ATLANTIC I,Panamax Container,266,32,13.1,71394,Containers,5492,TEU
1606,9961150,HK,Hong Kong,DELTA PRIDE 3,Suezmax,278,55,15.9,83400,Crude Oil,136288,MT
1607,9652529,PA,Panama,ZIM ATLANTIC IV,Panamax Container,292,38,13.3,73156,Containers,4686,TEU
1608,9824486,KR,South Korea,STAR MERCHANT IV,Handymax Bulk,174,30,12.4,28575,Cement,49951,MT
1609,9896439,PA,Panama,CELEBRITY MAGIC 8,Cruise Ship,295,41,8.3,225095,Passengers,2772,PAX
1610,9296381,CN,China,MSC TRIUMPH 2,ULCV,394,57,14.8,235702,Containers,22220,TEU
1611,9034246,NL,Netherlands,SUNRISE HARVEST II,Panamax Bulk,221,33,14.3,39460,Grain,69693,MT
1612,9551758,MH,Marshall Islands,OCEAN VICTORY IV,Capesize Bulk,288,44,16,106901,Iron Ore,156573,MT
1613,9949097,HK,Hong Kong,HAFNIA LIGHT II,Aframax,243,48,14.8,66658,Fuel Oil,114095,MT
1614,9450624,NO,Norway,ARCTIC EXPRESS V,Reefer,131,27,9.7,17838,Fruits,433620,CBF
1615,9693002,KR,South Korea,TORM SOFIA 1,MR Tanker,176,28,9.8,36348,Jet Fuel,38501,MT
1616,9394801,HK,Hong Kong,AVANCE PIONEER IV,LPG Carrier,251,33,10.9,41620,LPG,58744,CBM
1617,9937135,DE,Germany,SUPRA PROGRESS 3,Supramax Bulk,216,35,12.6,33333,Cement,62210,MT
1618,9521749,IT,Italy,MAERSK FUTURE V,Neo-Panamax Container,354,50,15.2,109656,Containers,13078,TEU
1619,9073357,US,United States,BALTIC TRADER II,RoRo Cargo,203,28,7.6,20177,Trailers,2753,LM
1620,9656867,US,United States,NORDIC PRECISION 2,Chemical Tanker,168,24,8.9,20395,Methanol,17007,MT
1621,9745259,PA,Panama,COSCO GLORY IV,ULCV,400,61,15.9,183816,Containers,22811,TEU
1622,9556019,ID,Indonesia,TORM STAR II,Aframax,237,48,13.3,58743,Dirty Petroleum Products,111558,MT
1623,9503840,LR,Liberia,SAL STAR IV,Heavy Lift,174,31,8.7,12370,Modules,16680,MT
1624,9405895,DK,Denmark,FEEDER SERVICE V,Feeder Container,196,24,11,23019,Containers,1425,TEU
1625,9353056,LR,Liberia,SAMSUNG HORIZON III,LNG Carrier,305,43,11.8,132215,LNG,244275,CBM
1626,9696848,LR,Liberia,TORM QUEEN I,Aframax,244,44,14.3,74844,Crude Oil,87626,MT
1627,9117744,MT,Malta,NORDIC EXCELLENCE 5,Chemical Tanker,188,26,9.8,12219,Methanol,25419,MT
1628,9295756,DE,Germany,POLAR EXPRESS,Reefer,176,22,8.2,8540,Fish,400850,CBF
1629,9803821,LR,Liberia,STENA PROGRESS IV,Panamax Tanker,231,33,11.5,53004,Clean Petroleum Products,73895,MT
1630,9448260,LR,Liberia,X-PRESS EXPRESS I,Feeder Container,167,29,8.9,22471,Containers,2591,TEU
1631,9683748,DE,Germany,BW LEADER III,LPG Carrier,225,37,10.5,57648,Butane,79438,CBM
1632,9086618,CN,China,TRANS HARMONY 2,Supramax Bulk,195,31,12.7,38354,Fertilizer,60404,MT
1633,9364120,HK,Hong Kong,DISNEY MAGIC,Cruise Ship,356,42,8.9,187587,Passengers,6306,PAX
1634,9503394,GR,Greece,NORTH SEA TRADER III,RoRo Cargo,157,26,8.4,31623,Project Cargo,5151,LM
1635,9845040,PA,Panama,STENA LINE,Passenger Ferry,176,25,7.3,37356,Vehicles,3349,PAX
1636,9098077,BS,Bahamas,HAFNIA STAR IV,Aframax,234,44,13.4,65993,Dirty Petroleum Products,102848,MT
